sentiment,review_body,product_category
1,I have not owned a denim jacket of this kind in...15 years? i have a wonderful pilcro chambray jacket with a military cut from last year  but this kind of boxy  straight up denim jacket cut has not been a part of my life for a while. however  i was in a store last weekend and with the additional 25% off  i thought it might be wise to give this a try. i'm so glad i did. i've now tried it over two fairly girly dresses  with tights and booties (it's not exactly spring in boston yet)  and i love it.,Jackets
1,This vest is adorable! i love the color  it goes well with almost anything. the drawstrings work great  some days i cinch them a little tighter for a more fitted look. honestly  i wear it at least once a week - out with friends or even to my job as a nanny. i was a little worried about the length of it because i'm tall  but it works perfectly with my build.,Jackets
1,"This is a very cute and unique cropped jacket. the attention to detail is excellent. i am normally a small but had to size down to an xs as the style is a bit boxy and to make it more fitted/tailored  an xs looked better. i am 5'5"" 118 lbs  34c  slim athletic build. it is a chic alternative to a cardigan on a cooler day.",Jackets
1,Like everyone else  i ignored this vest in the store. my mom actually gave it to me to try on and practically forced me to buy it. it wasn't until  i got home that i discovered its versatility. i got it in the beginning of june so haven't been able to wear it much  but fall is quickly approaching and i already have at least ten outfits to wear with it. it's classy and can dress up any outfit.,Jackets
1,Top of the line! very well made and on sale to boot. i love the style and received a compliment from my sister when i wore it. i love the layered look.,Jackets
1,This jacket is my favorite purchase in a while! i used my last month 50th birthday discount on it!  it is of exceptional materials and quality construction. the juxtaposition of the stripes against the beautifully vibrant embroidery on back is stunning! it does run true to size as it is an oversized piece  which adds to its classy dramatic flare! my size medium came in the european size 38. for reference  i am an american size 8-10.   it is comfortable to wear and can easily accomodate large ful,Jackets
1,Nice thick fabric  lays well. sleeves three quarter but looks great on.,Jackets
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however  i was sadly mistaken. i ordered another pair of jeans  the same  from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale  i was not happy with the quality.,Jeans
-1,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser  less flattering fit. returned it and kept the regular ag stevie.",Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,Agree with above review. these are described totally wrong. they are not 8.5 rise. they are very high rise  so much that i didnt even try them on...the color isnt good either  it looks like a cheap levi's color or just not a quality denim. if you like high rise  you might like them. i can't comment on fit..,Jeans
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,These were perfect in the legs  nice and stretchy  but problematic in the waist. i'm generally a 31/size 12  but i had to squeeze to get them to close. they've already gone back. if you have a tinier waist they'd probably be fine.,Jeans
-1,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,Jeans
0,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6""  135 lbs   size 4. i felt like i just looked oddly shaped with them on.  2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean  i felt great about myself. but...wowza.  3. when i took them to the store to try on/exchange  they don't even carry them in the store! so i just returned and will try something else.",Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,I have been searching high and low for some good quality jeans. sadly i don't think these are it. i love the design and style of these jeans. great length  great cut  great color unfortunately in the 3 weeks that i have had them they are balling and looking like i've had them for 3 years. i'm so disappointed. and will have to continue on my search. apparently they don't make jeans like they used too?,Jeans
0,"I love ag jeans. i own several pair  and i think they wash well  and wear well. that being said  i'd never purchased a pair of the ""stevie"" cut before. they have the same quality one would expect from ag  and i like that the ankles aren't true skinny jeans  but have a little width. it's more on-trend for this season. for me  the issue was more with the color. i order pink. when they arrived  they were beautiful in the little plastic bag. my heart skipped a beat. hooray! cute new jeans! except  w",Jeans
0,I'm 5.1 and always bought 27p. they didn't have petite anymore  so i bought 27r  knowing that it'll hit my ankle instead of being cropped. it's very cute as an ankle-length with some flare. my only issue is that the 27r was very tight around the crotch and upper thigh. it's a very tight fit just right there!... and not enough of stretch to be comfortable when sitting. i wonder if it will stretch out a bit more from wear? i then ordered a 28r to see if that fits better  and it fits a tad loose ev,Jeans
0,Not for the curvy women. fit in the waist but bunched around the crotch,Jeans
0,I am a huge fan of pilcro pants  and was so excited to see them make a pair of vegan leather pants. the idea is great - leather in the front  fully stretchy fabric in the back to give a fitted but comfortable look. however  i couldn't get past the way the seams and leather felt on my knees - really stiff and uncomfortable when you start walking around (can't bend the leg all the way; weird creasing and bunching behind the knee). the fit was perfect everywhere else. sadly  these had to go back :(,Jeans
0,These are very well-made jeans  the fabric is substantial and gives a lot of stretch with movement. i adore the extra inch or so in the rise of the waist  and they make my butt look great. however  these jeans fit like a glove when i put them on first thing  but within an hour or so of wear they are so baggy it's like wearing a size bigger. i'd say perhaps buy a size smaller if you want them to fit snugly through the day. if you like roomy  then buy your regular size.,Jeans
0,For some reason  the cream colored cords are sheer. the material is quite thin. you can see the pockets through them  as well as the seams. i have other ag cords and it seems the material they are using this go around is substandard. too bad.,Jeans
1,These citizens of humanity jeans are indeed pricy but worth the money. they fit slim through the hips and not too loose in the legs to make you feel like they are huge...very versatile and look fabulous with a cropped sweater or even a hip length top. add a pair of chunky shoes and you have a great look. i even tried them with dansko clogs and they looks cute. it's a great break from skinny jeans and much more chic than boyfriend jeans.,Jeans
1,These are very cute but very  very stiff. have washed 3x and still not relaxing. not a bad thing but they are a little uncomfortable the first hour of wear. my waist is smaller and generally  have gap in waist to get fit right in hips. super cute with sandals  mules  duck boots.,Jeans
1,"I am always on the hunt for jeans and regularly buy paige - these jeans are different than the regular paige styles  in all the best ways. they are made with super soft denim that is comfortable and very flattering; the waist is high  so my tush doesn't hang out when i sit - i love them. i am 5'8"" and 140lbs and these are long. i can only wear them with heels  but i was looking for a dress up jean and these are it!",Jeans
1,Love the look of these- casual or dressy depending on what you pair with them. they are so comfortable! edgy but relaxed - joggers with a leather look- what more could you ask for?,Jeans
1,These jeans are well-made  the cut is decently flattering  but on more muscular thighs  it would look nicer if the cuff was a bit higher. the petite on me was just below the ankle  so it just looks like i folded my jeans because they were too long. if you are taller or have longer legs (mine are short on my short height)  then i think these would be great. i dind't find them particularly small  but htey were snug (muscular thighs). overall  ok but returning them. (25 p ordered  115 lbs  26.5 in,Jeans
1,I have many pairs of ag jeans -- mostly stevie's & harper's -- and while they're comfortable  i am always glad to take them off at the end of the day. these jeans are different. the fabric is very  very soft & feels like it's been washed & worn dozens of times. but the color & finish of the jean looks polished & spiffy enough to wear for evenings out or casual friday. and the fit is perfect  once i went up a size. slim and figure hugging but not at all constricting. my regular stevie's always fe,Jeans
1,I love ag jeans to begin with but even still sometimes certain styles miss the mark (at least on my body type). i was pleasantly surprised with this pair and even though they are pricey  i couldn't pass them up. they miraculously stay on my hips and i don't find myself pulling them up every few minutes. hallelujah! other than that they are  stretchy and soft with out losing their shape. they hit right at the ankle for me (5'2). the hem is frayed which i'm hoping doesn't unravel too much with was,Jeans
1,"I got compliments the moment i walked into the office with those. they look like leather so much  that i had to ensure some people that only some polyester had to ""die"" so i could wear them ;). i am slim  but i think those pants are cut so well and hang so nicely  they make everybody look slimmer  they are also super soft  very comjfortable and the pockets are big enough to hold my beloved smart phone securely without showing a bulge. the pants look very elegant when paired with the right shoes",Jeans
1,"I ordered the petite size 27 and the fit is just like on the model...not tight at all and very flattering. even the petite length is long on me and i will need to wear wedges or something with a heel but honestly that makes them even more flattering...makes my legs look long! i am 5'4"" and about 118#. the material is so soft and substantial...the color is very accurately portrayed online. i can't wait to wear this fall!",Jeans
-1,This runs way big  i'm a size 8  purchased the medium. it's just big with no shape.,Knits
-1,Gorgeous color and great price  but too low cut and because of the design  a cami's wouldn't work. disappointed,Knits
-1,I agree with the other two reviews that this shirt runs large  or something? ! i ordered an xs  my usual size  xs-s. the body of the shirt is very loose  the upper arms are a bit snug  and i don't have large arms. the shoulder seams are in a very strange place  but when you look at the model  it doesn't look so bad. with the shirt i received  and another reviewer  the seam was puffy  making for a strange look. in theory  the shirt should have worked  but didn't. i loved the pattern  not the fit.,Knits
-1,I ordered this blouse because it was such a good price on sale but should have paid closer attention to the reviews. the slits on the sleeves are much more noticeable than in the photo and the blouse just didn't work for me. something about it reminded me of seinfeld's pirate shirt. i appreciate retailer's return policy. i took it back to the store and got an immediate refund on my cc.,Knits
-1,"Love the silhouette and coziness of the fabric. for the first few wearings  i was in love. then it began to pill horribly . . . would not recommend. my mother said  ""that's going to pill up."" and i ignored her. and she was right.",Knits
-1,"What drew me to this shirt was the beautiful silver and gold embroidery on the front. the shirt was folded at the store  which makes sense because if it were hung it up  fewer people would try it on. this shirt is sheer from the front and more sheer in the back. this is what bugs me about so many ""clothes"" that are made these days: they are so cheaply made  so thin with cloth  that you are forced to layer with a camisole or something else in order to wear it in public. i can't wear sheer clothes",Knits
-1,I bought this in size xl. it is so much bigger than i expected. there are panels of material. it really is huge. not flattering at all. still  i kept it. the material is so soft & flowy. i've gotten good use wearing it around the house  doing chores  resting  etc. i wouldn't wear it out doing errands. but  around home  it's perfect for feeling cozy. such a strange cut. i don't know who would look good in it since it can look sloppy. i think many would enjoy wearing it at home.,Knits
-1,This top is on the boxy side but the design is cute and i love the pink color. the problem i had with this shirt is the huge arm holes. one side you could see the top of my bra  the other side was below the side of my bra. you could also see the inside back of the shirt through this arm hole  it was that big. this went back  will not re-order. i usually order xs or xsp  this was an xsp.,Knits
-1,First  it's huge. i'm not big busted but it's so roomy that i looked like i was pregnant. not exactly what i was going for. nice color and soft fabric but would only work if you plan to tuck it in--and i'm short waisted so no tucking for me. back it went.,Knits
0,I was expecting an ivory/white cardigan with some lace along the sides with a more slim fit. i am 138 lbs  36b and normally wear a s or m so i ordered a m. the sweater is at least 1 or 2 sizes too large in my opinion and not at all a slim fit but more of boxy fit.    the lace edges need to be trimmed up due to raw edges and strings hanging from them. also the color is difficult to detect online but i was surprised to see that it is ivory with gray stripes. not unpleasant but not as pictured. as,Knits
0,Runs very big.  i ordered a l and need a m.  unfortunately no medium left!  great top with lots of character. hate i missed this cute top,Knits
0,I just got this in the mail and was so excited to try this cute top.....but it's completely see-through! unlike the photo shows  the lining is not included. quite a disappointment top is well made though no give in the fabric.,Knits
0,I returned this as it was way too boxy/loose. ordered a size small but probably needed to size down.,Knits
0,Interesting  slightly transparent fabric. neckline is not so open as pictured. body is boxier than pictured.  would recommend as a maybe.,Knits
0,"I tried yellow motif  but unfortunately  i did not purchase it.  it was quite difficult to explain why it did not work for me...  i liked its floral pattern and shape of sleeves.  texture was ok.  usually  i like a cool touch of linen.  but this t-shirt was not as comfortable as the other products made of linen.  i was not quite sure; it just was not right for me.  only word i could think was ""average.""  personally  i do not recommend it  but who knows  maybe it is right for you...  so  try wear",Knits
0,This tee is cute  keep in mind the white is totally sheer. but it's huge. i ordered an xxs and it's very loose and drapey  which is likely the style but when did sizing get to unrealistic? also  a totally sheer  basically a sort of fancier cotton tee for $60? no way.,Knits
0,This shirt has beautiful coloring but the material wasn't as soft as i thought it would be. i was hoping they would be the super soft material  maybe washing them would help  but i didn't want to chance it so i returned them.,Knits
0,I really wanted to love this shirt. it looked so nice and cool for summer and i don't own anything purple. the color was really nice  very subtly feminine. i am a little too short for this style though. i am 5 ft. 1 inch  105 lbs ordered an xxs and it was still too wide. the side slits came up a little too high for my liking  but i easily could've stitched those up a bit and they'd have been fine. i think this would look great on taller women  but on me it looked like a dumpy sack.,Knits
1,Adorable with black pants or jeans. covers the part of your arm you might want covered :-),Knits
1,"Tried on & bought in-store. so cute & flattering; the picture doesn't do it justice. great neutral piece (more beige than ivory in person). looks cute tied or untied. i'm 5'3"" and 120 lbs and the regular size s fit perfectly (not too snug  not too loose  and just long enough to cover my bum.)",Knits
1,Shoulders hide bra straps well - relaxed  but flattering fit. comfy  but can be dressed up!,Knits
1,I found this top to run very large. i wear a medium in most retailer tops but often a large in other brands  i had to return this for a small. it was worth the effort however  extremely cute top that i can see wearing on its own or under a blazer for a night out.,Knits
1,I love this top. fit is perfect for me. shows just the right amount of cleavage. wore it to dinner on my birthday and got a ton of compliments!,Knits
1,These shirts are fantastic; lightweight sleeves for summer wear. i go back and forth between xs and small  (i have broad shoulders) and ordered one of each. i like both. the shirt has give so the xs is fine but the variation in size gives the two shirts very different looks.    the color is fantastic and true to the photos! not always the case with online purchasing so i loved that.,Knits
1,Beautiful top that will go with anything. looking forward to wearing it.,Knits
1,36dd  size 10/12 top and 12/14 bottom  these tank tops are literally the best thing i have ever purchased from retailer. the colors and patterns are gorgeous - i have four of these (yellow  green  navy birds and the white with navy flower)! the top layer and middle liner are heavy  high quality polyester. the bottom layer is a comfortable knit. the extra layers make this top warmer than most tanks - it's perfect for layering under a sweater or jacket. it's very loose and flowy. i could have,Knits
1,Mutliple layers of buttery softness. i bought the blue and it's true to size. it is soo soft  i could wear this to sleep. it drapes beautifully. highly recommend it. now i want to buy all the colors!,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
1,I love this top. i'm wearing it today. i bought it to wear under blazers and it works perfectly. i knew it would be slim fitting and while i normally buy med or sometimes small i bought the large and i'm glad i did. it's still form fitting without strangling me the color is very nice as well. nice fabric and well made. a great layering basic.,Layering
1,Originally i bought this in black and white. recently purchased several more in different colorways . why? it's just perfect to wear as an under tank/cami. i'm a busty gal and sometimes cami straps can be too thin and dig into my shoulders. this is soft  smooth and provides just enough coverage. very flattering fit on its own as well. great under loose knit or low cut sweaters. love!,Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,Love love love the cut of this tank top. it's is super thin and see thru however. wish it was made a bit thicker. i got it in white and you can see right thru it. however the cut is so fabulous i can over look that.,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,Actually you would think just another tshirt but actually with the wide straps it changes it up enough to really be cute.  i like the look it adds.  i really want to get more colors.   i normally wear everything from retailer in small   and even though this fit it was small for a small.  i will keep it but i think i will buy others in medium.,Layering
1,It drapes perfect and washes well. i own all the colors  they do not disappoint. i'm a medium.,Layering
1,Love the aqua print  which looks vaguely japanese to me. the quality is good  but unlike the other reviewer  i had to size up. my usual size x small was too tight. wish there were more colors.,Layering
1,This is one of the softest shirts ever! i agree with another reviewer about the shirt not worth the original price but once this shirt hit the sale item  totally worth it.,Layering
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Super itchy! had to return.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
1,Such cute tights! i saw them and had to have them. they are a thick knit - very good quality. the color is a dark navy and the little foxes and a nice pop of color. i get lots of compliments on them.,Legwear
1,There's are just what i was looking for! these are perfect in texture and thickness...not too thick but not too thin. super soft fleece on the inside. i both both the black and green...i will most likely but the grey soon enough.,Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,Love love love these leggings and what an amazing price point!!!,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,Yes you need these  so comfortable - and wash up perfectly - workout  walking or great to sleep in,Legwear
1,These are perfect with a long tunic for the weekend to run errands! they are not tights-like in the sense that there's full coverage across your bum -- no accidental flashing of anyone. they're not itchy either. i bought these in brown  and want to buy the rest of the colors available!,Legwear
1,"I wear tights all winter. it's difficult to find cute  fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great  don't roll or bunch  don't shrink  have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",Legwear
1,These tights are so cute and can add some fun to any outfit. i paired with a mustard mini  denim shirt and desert boots! they do run small. i am a size 4 and had to get the m/l,Legwear
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,Cute and very soft  but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
-1,Totally see through.,Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
0,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",Lounge
0,This dress is only suitable for a beach cover-up: it is completely sheer. expensive  even on sale  for something with such a limited wearability. i returned it.,Lounge
0,I loved the design of these pants  and got them to go with the matching jacket. the problem with them is there isn't enough stretch to keep them up. i found that thru out the day i was pulling them up  as they would slide down. the pant fabric should have had more stretch or they should have put stronger elastic at the waist.,Lounge
0,"Loved the material  but i didnt really look at how long the dress was before i purchased both a large and a medium. im 5'5"" and there was atleast 5"" of material at my feet. the gaps in the front are much wider than they look. felt like the dress just fell flat. both were returned. im usually a large and the med fit better. 36d 30 in jeans",Lounge
0,I thought i might like the look of this oversized odette dress but after i tried it on i felt it was not a flattering style on me. the color was pretty and fabric was nice - just not a fit for me.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
0,I thought this tank would be so cute and comfy for my daily walks  but it's completely see through.  i sized down one size based on a review from another website and it fits ok  but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker  this would be the perfect tank.  unless your planning on layering this  i wouldn't recommend.,Lounge
1,I love this top! i've already worn it 3 times since getting it about 2 weeks ago. it is beautiful and has a lovely  subtle pattern to the fabric that i didn't initially see in the photo  but then did and still wanted it. it has a nice drape and is comfortable and flattering. my only critique is that it comes up a little shorter on my torso than i expected. i am a medium/size 8 with 34d bust and the top comes to maybe 2 inches below my belly button. i think it's still flattering and comfortable ,Lounge
1,"Ig and the first reviewer convinced me to buy this top. it was styled so beautifully with jeans and shorts on two different retailer associates  i wanted to see if i could pull it off too. unfortunately my body type and shortness makes the it look like i'm wearing short peasant skirt as a top.  really disappointed since the top is soft  beautiful  vibrant silk! maybe i will keep since i'm losing weight and will try it on again. generally i wear size m/l and i'm 5'3"" 135# 38-28-35. purchased this c",Lounge
